#@ TextLoader{
#@   header+
#@   sep=semicolon
#@   col=Port_Name:TX:0
#@   col=State:TX:1
#@   col=Port_Code:TX:2
#@   col=Border:TX:3
#@   col=Longitud:TX:4
#@   col=Latitud:TX:5
#@   col=Mes:TX:6
#@   col=Year:TX:7
#@   col=Measure:TX:8
#@   col=Label:R4:9
#@ }
Port_Name;State;Port_Code;Border;Longitud;Latitud;Mes;Year;Measure;Label
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2002;Rail Containers Loaded;1680
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2008;Personal Vehicle Passengers;1924960
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2013;Personal Vehicle Passengers;1512411
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2004;Personal Vehicle Passengers;2376418
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;1996;Rail Containers Empty;1284
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2006;Rail Containers Empty;8741
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2006;Truck Containers Loaded;31003
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2007;Pedestrians;797922
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2000;Buses;601
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2005;Trucks;55827
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2005;Truck Containers Loaded;37680
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2006;Trains;227
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2001;Pedestrians;573777
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2004;Buses;1494
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;1998;Personal Vehicles;1300542
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2004;Trains;63
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2019;Truck Containers Empty;16411
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2020;Rail Containers Empty;3523
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;1996;Rail Containers Loaded;515
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2006;Personal Vehicle Passengers;2121952
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2005;Train Passengers;690
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2006;Buses;1557
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2013;Rail Containers Empty;4381
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;1999;Personal Vehicles;1400686
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2007;Buses;1370
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2008;Truck Containers Empty;23863
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2009;Truck Containers Empty;25880
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;1996;Rail Containers Empty;1502
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2005;Rail Containers Loaded;5418
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2006;Rail Containers Empty;7277
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2007;Personal Vehicles;1228688
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2006;Train Passengers;1016
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2002;Rail Containers Loaded;1593
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;1999;Rail Containers Empty;1893
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2019;Trucks;71749
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2020;Train Passengers;261
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2001;Trucks;52641
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;1996;Buses;450
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2001;Truck Containers Loaded;31100
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2010;Trucks;61337
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2004;Trains;60
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2007;Rail Containers Loaded;7442
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2011;Truck Containers Empty;26822
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2015;Truck Containers Loaded;34601
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2006;Pedestrians;623954
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2019;Personal Vehicle Passengers;1624273
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2015;Buses;1863
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;1997;Personal Vehicles;1356411
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2010;Trains;79
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2020;Trains;92
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2009;Buses;1541
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2006;Personal Vehicle Passengers;2157727
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2005;Bus Passengers;25792
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2002;Trucks;66541
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2013;Trains;108
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2010;Personal Vehicles;835520
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2011;Trucks;59674
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2020;Truck Containers Empty;8131
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2015;Truck Containers Empty;28629
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2013;Trucks;58002
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2000;Pedestrians;467454
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2013;Rail Containers Empty;5255
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2003;Bus Passengers;38418
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2007;Train Passengers;774
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;1999;Truck Containers Loaded;32793
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2009;Personal Vehicles;881927
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2015;Truck Containers Empty;26092
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2000;Trains;50
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;1996;Rail Containers Loaded;853
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;1997;Rail Containers Loaded;752
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;1999;Train Passengers;51
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2007;Rail Containers Loaded;8171
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2006;Pedestrians;595734
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2002;Trucks;48001
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2004;Pedestrians;710066
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2007;Truck Containers Loaded;37226
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;1997;Trains;72
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;1999;Bus Passengers;9509
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2004;Personal Vehicles;1201825
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2019;Truck Containers Loaded;52429
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2015;Trains;153
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2006;Pedestrians;667353
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2005;Trucks;57111
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;1997;Truck Containers Loaded;23352
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2002;Truck Containers Loaded;30568
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2010;Pedestrians;577258
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;1999;Buses;598
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2015;Truck Containers Loaded;36206
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2013;Trains;105
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2005;Rail Containers Loaded;5637
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2002;Truck Containers Empty;23515
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;1998;Truck Containers Empty;29366
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2004;Personal Vehicles;1316460
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2013;Personal Vehicle Passengers;1444921
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2000;Buses;600
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;1996;Trains;52
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2005;Bus Passengers;14505
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2006;Truck Containers Loaded;35800
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2013;Truck Containers Empty;29299
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;1998;Train Passengers;0
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2008;Personal Vehicles;1054760
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2019;Rail Containers Empty;8892
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2009;Buses;1352
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2000;Personal Vehicle Passengers;4157988
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2005;Rail Containers Empty;4628
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2005;Truck Containers Loaded;33388
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2001;Buses;735
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2007;Buses;1597
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2020;Bus Passengers;6984
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2002;Train Passengers;144
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2009;Rail Containers Loaded;2186
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2006;Rail Containers Empty;6185
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;1996;Personal Vehicles;1242710
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2005;Trains;100
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2006;Personal Vehicle Passengers;2403136
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2003;Rail Containers Empty;3664
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2019;Buses;1745
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2015;Rail Containers Empty;4848
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2013;Truck Containers Loaded;32900
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;1998;Buses;442
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2004;Personal Vehicles;1221841
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2004;Rail Containers Empty;5557
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2020;Rail Containers Empty;1438
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2015;Pedestrians;702241
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2002;Rail Containers Empty;2158
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2005;Pedestrians;544233
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2003;Rail Containers Empty;2236
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2004;Truck Containers Empty;26312
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;1999;Personal Vehicles;1362826
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2020;Pedestrians;489272
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2015;Trains;130
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2013;Personal Vehicles;948199
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2008;Rail Containers Loaded;7750
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2015;Bus Passengers;32889
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2009;Personal Vehicles;810222
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2005;Train Passengers;545
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2006;Bus Passengers;17739
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2002;Pedestrians;786680
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2008;Rail Containers Empty;6010
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2010;Trains;108
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;1997;Trucks;41389
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;1999;Trains;52
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2007;Trains;224
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2008;Trains;220
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2006;Personal Vehicles;1228507
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2006;Truck Containers Loaded;42600
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;1996;Trucks;45944
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2010;Rail Containers Empty;6254
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;1997;Rail Containers Empty;2378
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2005;Buses;1245
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2019;Bus Passengers;23317
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2001;Rail Containers Empty;1851
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2007;Trucks;63118
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2004;Bus Passengers;19838
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2015;Personal Vehicle Passengers;1625931
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2015;Rail Containers Empty;5295
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2010;Personal Vehicle Passengers;1501515
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2006;Train Passengers;632
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2000;Train Passengers;162
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2005;Personal Vehicles;1171016
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2015;Truck Containers Empty;28269
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2009;Buses;1450
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2015;Trucks;66598
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;1996;Bus Passengers;8108
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2005;Personal Vehicles;1348723
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2011;Rail Containers Loaded;2409
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2015;Train Passengers;0
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2000;Trucks;64553
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2005;Personal Vehicle Passengers;2089952
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2002;Train Passengers;162
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2000;Trucks;49081
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2010;Personal Vehicle Passengers;1575984
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;1999;Personal Vehicle Passengers;3952195
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2009;Personal Vehicle Passengers;1533707
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2001;Train Passengers;225
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2013;Personal Vehicles;923019
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2019;Personal Vehicle Passengers;1578702
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2020;Truck Containers Loaded;20587
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2009;Personal Vehicles;880035
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2007;Rail Containers Empty;6937
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2006;Trains;239
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2013;Rail Containers Loaded;2401
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2004;Personal Vehicles;1165730
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2009;Truck Containers Empty;22043
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2015;Rail Containers Empty;5341
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2006;Train Passengers;992
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2005;Personal Vehicles;1360750
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2006;Trucks;68088
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2008;Rail Containers Loaded;6813
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2004;Rail Containers Empty;4423
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2015;Trucks;62392
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2001;Personal Vehicle Passengers;2998572
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2000;Personal Vehicles;1355575
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2010;Trucks;61137
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2004;Train Passengers;165
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;1999;Trucks;57326
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2015;Trucks;65886
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2013;Trains;129
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2010;Truck Containers Empty;26755
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2005;Rail Containers Empty;5235
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2010;Buses;1632
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2003;Rail Containers Loaded;1683
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2007;Truck Containers Loaded;31469
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2020;Personal Vehicle Passengers;1504954
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2015;Trucks;62185
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2009;Train Passengers;0
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2003;Trains;52
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2007;Bus Passengers;38401
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2011;Train Passengers;0
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2007;Truck Containers Empty;26842
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2015;Personal Vehicles;1040260
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2001;Bus Passengers;29689
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2006;Train Passengers;774
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2005;Rail Containers Empty;5734
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2001;Trucks;58833
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2013;Pedestrians;519188
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2004;Rail Containers Loaded;5185
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2001;Trains;50
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2003;Truck Containers Empty;24797
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2007;Personal Vehicles;1244505
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2009;Truck Containers Empty;27509
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2000;Personal Vehicles;1433789
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2005;Personal Vehicle Passengers;2511209
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;1997;Trucks;51445
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2011;Train Passengers;0
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2004;Truck Containers Empty;26540
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2010;Bus Passengers;19047
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2006;Truck Containers Empty;27238
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2002;Trucks;58607
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2000;Personal Vehicles;1368340
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2004;Truck Containers Empty;27491
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2013;Buses;1859
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2013;Trains;112
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2004;Rail Containers Empty;2498
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;1998;Truck Containers Loaded;16709
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2007;Personal Vehicle Passengers;2101175
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2020;Bus Passengers;4907
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2013;Trains;121
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2010;Buses;1841
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2000;Train Passengers;100
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;1996;Train Passengers;0
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2010;Buses;1886
